system:index,aClass,dClass,eClass,finalCla_1,finalClass,include,lat,lon,pointID,random,sysID,v1_2_Class,.geo
0000000000000000024c,2,0,0,0,1,1,30.12439155,-115.7990035,,0.88938046,1_1_825,0,"{""type"":""Point"",""coordinates"":[-115.79900169467929,30.124393577774857]}"
00000000000000000254,2,0,0,0,1,1,15.43693675,-16.74626934,,0.900350777,1_1_49,0,"{""type"":""Point"",""coordinates"":[-16.746269942843387,15.436935182317962]}"
0000000000000000025f,2,0,0,0,1,1,40.65264661,0.645114444,,0.912633763,1_1_104,0,"{""type"":""Point"",""coordinates"":[0.645115985806229,40.65264776113537]}"
00000000000000000261,2,0,0,0,1,1,16.49694878,94.25855048,,0.914875591,1_1_389,0,"{""type"":""Point"",""coordinates"":[94.25855154972882,16.496948225642065]}"
0000000000000000026d,2,0,0,0,1,1,24.55034435,-81.85166823,,0.927604344,1_1_862,0,"{""type"":""Point"",""coordinates"":[-81.85166917434945,24.550343356026424]}"
00000000000000000284,2,0,0,0,1,1,11.3001949,-16.42736742,,0.957045231,1_1_55,0,"{""type"":""Point"",""coordinates"":[-16.427368412804093,11.30019592132885]}"
00000000000000000288,2,0,0,0,1,1,24.46051372,-78.05628708,,0.964132946,1_1_876,0,"{""type"":""Point"",""coordinates"":[-78.05628747630479,24.460514765304758]}"
0000000000000000029a,2,0,0,0,1,1,-31.04638821,-50.72055316,,0.986616965,1_1_1052,0,"{""type"":""Point"",""coordinates"":[-50.72055326994023,-31.046388525292695]}"
0000000000000000029f,2,0,0,0,1,1,8.739995457,-77.52628106,,0.993969026,1_1_960,0,"{""type"":""Point"",""coordinates"":[-77.52628318419326,8.739994133290795]}"
000000000000000002a3,2,0,0,0,1,1,55.2278111,8.518848756,,0.996590508,1_1_549,0,"{""type"":""Point"",""coordinates"":[8.518849475646197,55.22781261476333]}"
000000000000000002b1,2,0,0,2,2,1,6.687345945,-11.31595348,,0.43182076,1_1_68,0,"{""type"":""Point"",""coordinates"":[-11.315954384451725,6.687345063560157]}"
000000000000000002c7,2,0,0,2,2,1,-0.719264422,8.720968795,,0.678220893,1_1_201,0,"{""type"":""Point"",""coordinates"":[8.720967149095738,-0.7192663772239806]}"
00000000000000000349,2,0,0,2,2,1,-35.6143214,139.0575325,,0.270815129,1_1_784,2,"{""type"":""Point"",""coordinates"":[139.05753455732034,-35.61432285815003]}"
00000000000000000373,2,0,0,2,2,1,11.01273311,-71.15722574,,0.99047197,1_1_984,2,"{""type"":""Point"",""coordinates"":[-71.15722429472702,11.012731053716355]}"
0000000000000000042a,2,0,0,2,2,1,-3.286306331,-44.84848088,,0.746046793,2_81063,2,"{""type"":""Point"",""coordinates"":[-44.84847902928474,-3.286308426278025]}"
0000000000000000043e,2,0,0,2,2,1,3.361226728,8.780940323,,0.724071482,2_58686,0,"{""type"":""Point"",""coordinates"":[8.780942058264584,3.3612257830769683]}"
00000000000000000461,2,0,0,2,2,1,6.684993257,99.95994106,,0.932512706,2_67430,0,"{""type"":""Point"",""coordinates"":[99.95994032026053,6.684995117304992]}"
0000000000000000048a,2,0,0,2,2,1,-16.85086703,123.944959,,0.914602361,2_79428,2,"{""type"":""Point"",""coordinates"":[123.94495884473106,-16.850867076254065]}"
000000000000000004b7,2,0,0,2,2,1,22.13601604,113.5245018,,0.174997466,2_53447,2,"{""type"":""Point"",""coordinates"":[113.52450342933763,22.136016599850795]}"
000000000000000004c6,2,0,0,2,2,1,28.15472841,121.070351,,0.933286678,2_58374,2,"{""type"":""Point"",""coordinates"":[121.07035030051561,28.154728378648848]}"
000000000000000004c9,2,0,0,2,2,1,-16.58137245,123.3161392,,0.371374128,2_59115,0,"{""type"":""Point"",""coordinates"":[123.3161408732752,-16.581372385886958]}"
000000000000000004e7,2,0,0,2,2,1,4.978194228,-1.639516005,,0.034870486,2_69291,0,"{""type"":""Point"",""coordinates"":[-1.6395178162299275,4.97819392527962]}"
000000000000000004eb,2,0,0,2,2,1,-1.130349663,104.1820229,,0.042786436,2_70985,2,"{""type"":""Point"",""coordinates"":[104.18202231631153,-1.1303509033411563]}"
000000000000000004fd,2,0,0,2,2,1,-2.028664043,123.4059698,,0.212343596,2_76501,2,"{""type"":""Point"",""coordinates"":[123.40596946399684,-2.0286635651641487]}"
00000000000000000508,2,0,0,2,2,1,25.45978257,119.183888,,0.125754819,2_82350,0,"{""type"":""Point"",""coordinates"":[119.18388746794584,25.459781474977763]}"
00000000000000000514,2,0,0,2,2,1,23.03433132,121.3398447,,0.363215977,2_55474,2,"{""type"":""Point"",""coordinates"":[121.33984499088271,23.034329261673783]}"
00000000000000000523,2,0,0,2,2,1,37.22771361,126.4602418,,0.053190087,2_67920,0,"{""type"":""Point"",""coordinates"":[126.46023964875673,37.22771480130781]}"
0000000000000000053f,2,0,0,2,2,1,26.26826632,127.8077147,,0.986176694,2_71386,0,"{""type"":""Point"",""coordinates"":[127.80771310059225,26.268265546079093]}"
00000000000000000000,2,0,2,0,1,1,53.32787429,-80.09097028,,0.260930744,1_1_630,0,"{""type"":""Point"",""coordinates"":[-80.09097082789108,53.32787437881006]}"
0000000000000000000d,2,0,2,0,1,1,-32.72623688,134.2111216,,0.278382534,1_1_263,2,"{""type"":""Point"",""coordinates"":[134.2111204454732,-32.72623891055105]}"
0000000000000000003d,2,0,2,0,1,1,40.24840474,-8.881518182,,0.335549383,1_1_32,0,"{""type"":""Point"",""coordinates"":[-8.88151708252506,40.24840349603418]}"
00000000000000000048,2,0,2,0,1,1,58.19225242,-157.4583745,,0.349710519,1_1_684,0,"{""type"":""Point"",""coordinates"":[-157.45837624155007,58.19225420880152]}"
00000000000000000059,2,0,2,0,1,1,7.405997269,-58.52691293,,0.36451949,1_1_938,2,"{""type"":""Point"",""coordinates"":[-58.52691420196369,7.405996084838763]}"
0000000000000000006b,2,0,2,0,1,1,-33.24725975,137.4270912,,0.390074992,1_1_774,0,"{""type"":""Point"",""coordinates"":[137.42709101173415,-33.24725811403987]}"
0000000000000000006c,2,0,2,0,1,1,12.50842895,43.26568372,,0.390177123,1_1_166,2,"{""type"":""Point"",""coordinates"":[43.2656854375557,12.508429483669492]}"
00000000000000000084,2,0,2,0,1,1,34.37342282,10.32895404,,0.41824062,1_1_110,2,"{""type"":""Point"",""coordinates"":[10.328954661776748,34.37342192149185]}"
00000000000000000091,2,0,2,0,1,1,-14.87671231,129.032334,,0.431002979,1_1_331,0,"{""type"":""Point"",""coordinates"":[129.03233385930432,-14.87671156236724]}"
000000000000000000aa,2,0,2,0,1,1,-11.17116268,40.52582122,,0.447484193,1_1_187,0,"{""type"":""Point"",""coordinates"":[40.52582200897325,-11.171162914145286]}"
000000000000000000c5,2,0,2,0,1,1,-8.507656986,143.5536005,,0.478722348,1_1_727,0,"{""type"":""Point"",""coordinates"":[143.55360155849928,-8.507657132002047]}"
000000000000000000ea,2,0,2,0,1,1,24.97704411,-97.7428655,,0.520641914,1_1_841,0,"{""type"":""Point"",""coordinates"":[-97.74286635828513,24.977043654032766]}"
00000000000000000103,2,0,2,0,1,1,22.03506247,91.86004779,,0.552548806,1_1_387,2,"{""type"":""Point"",""coordinates"":[91.86004568409082,22.035062552000777]}"
0000000000000000010f,2,0,2,0,1,1,-11.76854234,132.594155,,0.563877953,1_1_350,2,"{""type"":""Point"",""coordinates"":[132.5941567623716,-11.768544223174377]}"
00000000000000000115,2,0,2,0,1,1,-0.638415149,-51.14725292,,0.568368532,1_1_1026,0,"{""type"":""Point"",""coordinates"":[-51.147253567946585,-0.6384139569228998]}"
00000000000000000119,2,0,2,0,1,1,16.06575745,-16.47228318,,0.570101349,1_1_40,2,"{""type"":""Point"",""coordinates"":[-16.472284937715457,16.065757612874908]}"
00000000000000000127,2,0,2,0,1,1,5.923777958,-56.4023964,,0.580277132,1_1_930,2,"{""type"":""Point"",""coordinates"":[-56.402397800554674,5.923777517370192]}"
00000000000000000139,2,0,2,0,1,1,-38.71799979,146.7021955,,0.599918231,1_1_794,0,"{""type"":""Point"",""coordinates"":[146.70219510784267,-38.71799988258207]}"
0000000000000000013c,2,0,2,0,1,1,20.00486905,109.7230471,,0.600799134,1_1_398,0,"{""type"":""Point"",""coordinates"":[109.72304843565816,20.004869515175297]}"
00000000000000000143,2,0,2,0,1,1,18.46875082,-91.56245638,,0.611055118,1_1_833,0,"{""type"":""Point"",""coordinates"":[-91.56245419798596,18.468749334172674]}"
00000000000000000147,2,0,2,0,1,1,-38.79884817,146.2440547,,0.613784177,1_1_793,0,"{""type"":""Point"",""coordinates"":[146.24405368830847,-38.7988478437821]}"
0000000000000000014c,2,0,2,0,1,1,23.85864249,67.97833612,,0.62,1_2_166,2,"{""type"":""Point"",""coordinates"":[67.9783356128265,23.858643141514847]}"
0000000000000000016b,2,0,2,0,1,1,8.739995457,-77.52628106,,0.657145685,1_1_959,0,"{""type"":""Point"",""coordinates"":[-77.52628318419326,8.739994133290795]}"
0000000000000000016e,2,0,2,0,1,1,16.59127189,96.95349631,,0.65990647,1_1_390,0,"{""type"":""Point"",""coordinates"":[96.95349845339993,16.591271590225606]}"
00000000000000000186,2,0,2,0,1,1,27.38902153,33.87379658,,0.683528133,1_1_125,0,"{""type"":""Point"",""coordinates"":[33.87379748485745,27.38902046395323]}"
0000000000000000018a,2,0,2,0,1,1,11.18790549,-68.45778743,,0.692670813,1_1_976,0,"{""type"":""Point"",""coordinates"":[-68.4577870762951,11.187906838600975]}"
0000000000000000018d,2,0,2,0,1,1,51.50878585,0.550792239,,0.696141805,1_1_595,0,"{""type"":""Point"",""coordinates"":[0.5507926212226884,51.50878410405681]}"
00000000000000000197,2,0,2,0,1,1,-12.37490426,136.1739405,,0.709304355,1_1_751,0,"{""type"":""Point"",""coordinates"":[136.17394092448217,-12.37490616172511]}"
0000000000000000019e,2,0,2,0,1,1,9.000507786,-60.72329378,,0.715926021,1_1_949,0,"{""type"":""Point"",""coordinates"":[-60.723293475950044,9.000508194136263]}"
000000000000000001ac,2,0,2,0,1,1,-9.720383509,143.0864765,,0.731130527,1_1_743,0,"{""type"":""Point"",""coordinates"":[143.0864750503424,-9.720385468204563]}"
000000000000000001d0,2,0,2,0,1,1,-1.145963281,-50.57682182,,0.771542802,1_1_1019,0,"{""type"":""Point"",""coordinates"":[-50.576823065684515,-1.14596221612927]}"
000000000000000001d5,2,0,2,0,1,1,1.890341461,-50.1052072,,0.774546468,1_1_917,0,"{""type"":""Point"",""coordinates"":[-50.10520624276682,1.8903422504862573]}"
000000000000000001e1,2,0,2,0,1,1,51.87260444,1.229019375,,0.784642566,1_1_597,2,"{""type"":""Point"",""coordinates"":[1.229017432350753,51.87260661810851]}"
000000000000000001f1,2,0,2,0,1,1,23.34660278,90.61139045,,0.802373128,1_1_443,0,"{""type"":""Point"",""coordinates"":[90.61139037070069,23.346604567547654]}"
000000000000000001f4,2,0,2,0,1,1,51.40548049,-78.89621186,,0.806746255,1_1_636,0,"{""type"":""Point"",""coordinates"":[-78.89621266893396,51.40548010995163]}"
00000000000000000210,2,0,2,0,1,1,-52.64637908,-69.0731334,,0.835715151,1_1_1109,2,"{""type"":""Point"",""coordinates"":[-69.07313410346853,-52.64638104660982]}"
00000000000000000211,2,0,2,0,1,1,-0.795620323,-46.74101558,,0.835904447,1_1_1035,0,"{""type"":""Point"",""coordinates"":[-46.74101515748931,-0.7956195645621341]}"
00000000000000000214,2,0,2,0,1,1,16.32626888,96.24382724,,0.838186101,1_1_392,2,"{""type"":""Point"",""coordinates"":[96.24382806164294,16.32626721461932]}"
0000000000000000021b,2,0,2,0,1,1,1.185164866,102.2221154,,0.844470611,1_1_404,0,"{""type"":""Point"",""coordinates"":[102.22211363029047,1.1851666325911663]}"
0000000000000000022c,2,0,2,0,1,1,-23.51850528,150.8389374,,0.856860683,1_1_802,0,"{""type"":""Point"",""coordinates"":[150.83893882793285,-23.518507372259045]}"
00000000000000000230,2,0,2,0,1,1,-37.67146339,140.2298348,,0.861688221,1_1_1096,2,"{""type"":""Point"",""coordinates"":[140.2298366833723,-37.67146224264148]}"
0000000000000000023c,2,0,2,0,1,1,24.60873574,54.53954046,,0.87505979,1_1_497,2,"{""type"":""Point"",""coordinates"":[54.53954144896185,24.608735284321295]}"
0000000000000000023f,2,0,2,0,1,1,-34.98100913,117.4710173,,0.878922156,1_1_256,0,"{""type"":""Point"",""coordinates"":[117.47101743938676,-34.981010112832266]}"
00000000000000000255,2,0,2,0,1,1,25.41272702,36.89662749,,0.905459532,1_1_141,0,"{""type"":""Point"",""coordinates"":[36.89662654808946,25.412729040661805]}"
00000000000000000263,2,0,2,0,1,1,58.65937636,-158.3521982,,0.918137037,1_1_686,0,"{""type"":""Point"",""coordinates"":[-158.35219858861225,58.65937625785735]}"
0000000000000000026a,2,0,2,0,1,1,-19.88032931,120.3007104,,0.923820265,1_1_271,2,"{""type"":""Point"",""coordinates"":[120.30070945869085,-19.880331281853607]}"
00000000000000000280,2,0,2,0,1,1,-25.56666412,-48.34450925,,0.952389044,1_1_1045,0,"{""type"":""Point"",""coordinates"":[-48.344507896308436,-25.56666612722886]}"
00000000000000000286,2,0,2,0,1,1,24.98602726,-76.45728588,,0.960830501,1_1_883,0,"{""type"":""Point"",""coordinates"":[-76.45728505224646,24.986028742655456]}"
00000000000000000289,2,0,2,0,1,1,19.21884318,37.33680288,,0.966215601,1_1_150,0,"{""type"":""Point"",""coordinates"":[37.33680224947932,19.218841476979126]}"
0000000000000000028b,2,0,2,0,1,1,9.067880533,-71.69172243,,0.967074335,1_1_975,0,"{""type"":""Point"",""coordinates"":[-71.69172336070041,9.067880751952773]}"
0000000000000000028e,2,0,2,0,1,1,-16.42181548,124.8461848,,0.972640516,1_1_322,2,"{""type"":""Point"",""coordinates"":[124.84618329954196,-16.421816831992555]}"
00000000000000000294,2,0,2,0,1,1,-3.270479812,113.6217363,,0.982080524,1_1_362,0,"{""type"":""Point"",""coordinates"":[113.621734127808,-3.270478617538292]}"
000000000000000002a0,2,0,2,0,1,1,0.61024219,-50.21300503,,0.99406665,1_1_914,2,"{""type"":""Point"",""coordinates"":[-50.213005010733866,0.6102413564672288]}"
000000000000000002a1,2,0,2,0,1,1,31.58864546,-113.9574563,,0.994710023,1_1_826,2,"{""type"":""Point"",""coordinates"":[-113.9574553870209,31.58864642709909]}"
000000000000000002b6,2,0,2,2,2,1,34.36443966,10.33344472,,0.579131964,1_1_109,2,"{""type"":""Point"",""coordinates"":[10.333444976537569,34.36444129197021]}"
000000000000000002cb,2,0,2,2,2,1,-18.56429742,43.89001283,,0.100383395,1_1_229,2,"{""type"":""Point"",""coordinates"":[43.89001309425077,-18.56429895154591]}"
000000000000000002d4,2,0,2,2,2,1,-19.77253147,120.6151198,,0.093586225,1_1_270,2,"{""type"":""Point"",""coordinates"":[120.6151206739693,-19.77253251388655]}"
000000000000000002d7,2,0,2,2,2,1,-25.99785635,113.8552983,,0.283156716,1_1_281,2,"{""type"":""Point"",""coordinates"":[113.85529738188643,-25.997856739996028]}"
000000000000000002d9,2,0,2,2,2,1,-25.08157387,113.6666521,,0.420122875,1_1_297,2,"{""type"":""Point"",""coordinates"":[113.66665065271935,-25.081573900927648]}"
000000000000000002e5,2,0,2,2,2,1,-15.2764635,128.2732576,,0.167133589,1_1_326,0,"{""type"":""Point"",""coordinates"":[128.27325662787516,-15.276465512707611]}"
000000000000000002ea,2,0,2,2,2,1,-15.1057836,129.2838632,,0.671489971,1_1_335,2,"{""type"":""Point"",""coordinates"":[129.28386283152707,-15.105784501684864]}"
000000000000000002ec,2,0,2,2,2,1,-12.5770252,130.3977741,,0.864293818,1_1_340,2,"{""type"":""Point"",""coordinates"":[130.3977730292842,-12.57702383517465]}"
000000000000000002ed,2,0,2,2,2,1,-12.05600233,130.9951529,,0.427317388,1_1_341,2,"{""type"":""Point"",""coordinates"":[130.99515433831328,-12.056000172584765]}"
000000000000000002f8,2,0,2,2,2,1,3.700447645,117.4530501,,0.290630172,1_1_411,0,"{""type"":""Point"",""coordinates"":[117.45305172124243,3.7004474366168103]}"
000000000000000002f9,2,0,2,2,2,1,3.803753902,117.7584782,,0.459118999,1_1_412,2,"{""type"":""Point"",""coordinates"":[117.75847784789815,3.803755889823045]}"
000000000000000002fb,2,0,2,2,2,1,23.96643942,117.7315278,,0.583175081,1_1_418,2,"{""type"":""Point"",""coordinates"":[117.73152704113114,23.966437450380848]}"
0000000000000000030a,2,0,2,2,2,1,57.28046241,11.09252203,,0.207532432,1_1_552,2,"{""type"":""Point"",""coordinates"":[11.092522207966715,57.280461684493964]}"
00000000000000000310,2,0,2,2,2,1,54.45975244,8.932073784,,0.774367559,1_1_574,2,"{""type"":""Point"",""coordinates"":[8.932074370269024,54.45975029471149]}"
00000000000000000344,2,0,2,2,2,1,-17.67945598,140.3376318,,0.430083207,1_1_736,2,"{""type"":""Point"",""coordinates"":[140.3376309922383,-17.679457234005383]}"
0000000000000000034a,2,0,2,2,2,1,-33.37751636,137.8358237,,0.701836933,1_1_785,2,"{""type"":""Point"",""coordinates"":[137.83582559159618,-33.37751737401313]}"
00000000000000000359,2,0,2,2,2,1,24.42907269,-77.73738425,,0.169143283,1_1_879,0,"{""type"":""Point"",""coordinates"":[-77.73738594626549,24.429073643776903]}"
00000000000000000361,2,0,2,2,2,1,2.092462398,-50.54089011,,0.012903329,1_1_920,2,"{""type"":""Point"",""coordinates"":[-50.54089162939585,2.0924643830368526]}"
00000000000000000366,2,0,2,2,2,1,6.727769234,-58.55835396,,0.494256449,1_1_934,0,"{""type"":""Point"",""coordinates"":[-58.558355323491526,6.727771273710698]}"
00000000000000000367,2,0,2,2,2,1,6.840059542,-58.49547189,,0.690669343,1_1_935,2,"{""type"":""Point"",""coordinates"":[-58.49547308043584,6.840060356438572]}"
00000000000000000368,2,0,2,2,2,1,6.974806834,-58.40114879,,0.408391711,1_1_936,0,"{""type"":""Point"",""coordinates"":[-58.4011497158523,6.9748054720715995]}"
0000000000000000036d,2,0,2,2,2,1,11.65952011,-69.89509277,,0.47958608,1_1_978,0,"{""type"":""Point"",""coordinates"":[-69.89509357795338,11.659519202417625]}"
0000000000000000036e,2,0,2,2,2,1,11.65952011,-69.89509277,,0.659809143,1_1_979,0,"{""type"":""Point"",""coordinates"":[-69.89509357795338,11.659519202417625]}"
00000000000000000432,2,0,2,2,2,1,21.59702777,91.87510445,,0.161454384,2_57741,2,"{""type"":""Point"",""coordinates"":[91.8751040683483,21.597027219116573]}"
00000000000000000463,2,0,2,2,2,1,-2.47782258,105.6193282,,0.588966697,2_52278,2,"{""type"":""Point"",""coordinates"":[105.6193288179698,-2.4778243551766987]}"
0000000000000000046a,2,0,2,2,2,1,20.0698918,93.22257737,,0.628718775,2_74757,2,"{""type"":""Point"",""coordinates"":[93.22257752018386,20.069892126736647]}"
0000000000000000046d,2,0,2,2,2,1,19.62073326,93.76156654,,0.250195909,2_83032,2,"{""type"":""Point"",""coordinates"":[93.76156690091807,19.620731336724095]}"
00000000000000000473,2,0,2,2,2,1,21.95635388,90.25813605,,0.975591698,2_70967,2,"{""type"":""Point"",""coordinates"":[90.25813592614566,21.956354959306406]}"
00000000000000000474,2,0,2,2,2,1,22.04618451,90.34796848,,0.794201596,2_55611,2,"{""type"":""Point"",""coordinates"":[90.34796897596839,22.046183550028072]}"
00000000000000000477,2,0,2,2,2,1,22.3156791,90.88695765,,0.663840014,2_62683,2,"{""type"":""Point"",""coordinates"":[90.88695835670259,22.315678240395176]}"
00000000000000000485,2,0,2,2,2,1,-20.08480203,44.44405776,,0.278041087,2_69895,2,"{""type"":""Point"",""coordinates"":[44.44405640014141,-20.084803360659368]}"
000000000000000004b6,2,0,2,2,2,1,24.38180424,124.1246229,,0.35295667,2_52960,0,"{""type"":""Point"",""coordinates"":[124.1246249443765,24.38180271350933]}"
000000000000000004be,2,0,2,2,2,1,-14.78474099,129.6941768,,0.596777827,2_55476,0,"{""type"":""Point"",""coordinates"":[129.69417593316203,-14.784742603139916]}"
000000000000000004c3,2,0,2,2,2,1,-14.87457342,129.065357,,0.052894647,2_57463,0,"{""type"":""Point"",""coordinates"":[129.06535796170613,-14.874571193861584]}"
000000000000000004c7,2,0,2,2,2,1,13.87151548,123.8551284,,0.829706586,2_58761,0,"{""type"":""Point"",""coordinates"":[123.85513025400938,13.871514248293149]}"
000000000000000004ce,2,0,2,2,2,1,22.22584757,90.88695765,,0.051320575,2_61024,2,"{""type"":""Point"",""coordinates"":[90.88695835670259,22.22584964967351]}"
000000000000000004da,2,0,2,2,2,1,-7.149062027,114.5126495,,0.084741658,2_64387,2,"{""type"":""Point"",""coordinates"":[114.51264914098333,-7.149062682139212]}"
000000000000000004e3,2,0,2,2,2,1,-3.37613696,113.9736603,,0.493668052,2_67620,0,"{""type"":""Point"",""coordinates"":[113.97365976024912,-3.376137016999692]}"
000000000000000004e8,2,0,2,2,2,1,-2.567654108,133.3772703,,0.805321267,2_69790,0,"{""type"":""Point"",""coordinates"":[133.3772685484788,-2.567652945898366]}"
000000000000000004fc,2,0,2,2,2,1,30.31068507,120.711024,,0.871249414,2_76271,2,"{""type"":""Point"",""coordinates"":[120.71102256032577,30.310685901585714]}"
000000000000000004fe,2,0,2,2,2,1,24.47163576,124.1246229,,0.22700566,2_77390,0,"{""type"":""Point"",""coordinates"":[124.1246249443765,24.47163576333205]}"
00000000000000000500,2,0,2,2,2,1,22.49534215,91.24628286,,0.897394939,2_78218,2,"{""type"":""Point"",""coordinates"":[91.24628163779137,22.49534434004062]}"
0000000000000000052e,2,0,2,2,2,1,6.864656313,101.3972464,,0.280585851,2_74078,2,"{""type"":""Point"",""coordinates"":[101.39724682191877,6.86465675784938]}"
00000000000000000542,2,0,2,2,2,1,21.23770076,107.4159579,,0.002364827,2_70155,2,"{""type"":""Point"",""coordinates"":[107.41595860071685,21.237699478926746]}"
00000000000000000549,2,0,2,2,2,1,2.732406931,111.4583775,,0.497795777,2_53402,2,"{""type"":""Point"",""coordinates"":[111.45837895622346,2.7324078116210844]}"
00000000000000000071,0,2,0,0,1,1,54.71127982,-4.51570593,,0.4,1_2_189,0,"{""type"":""Point"",""coordinates"":[-4.51570488221832,54.71127926693426]}"
00000000000000000093,0,2,0,0,1,1,24.54585367,118.005514,,0.431409648,1_1_419,0,"{""type"":""Point"",""coordinates"":[118.00551204625908,24.545853041265598]}"
000000000000000000c9,0,2,0,0,1,1,19.51528722,93.64320451,,0.48,1_2_205,2,"{""type"":""Point"",""coordinates"":[93.64320452255542,19.515286974113263]}"
000000000000000000f5,0,2,0,0,1,1,-17.63454021,146.5135502,,0.53293435,1_1_730,0,"{""type"":""Point"",""coordinates"":[146.51354837867558,-17.634540709094015]}"
0000000000000000018c,0,2,0,0,1,1,24.48746228,54.55301429,,0.694230889,1_1_495,0,"{""type"":""Point"",""coordinates"":[54.553012393244316,24.487461112970728]}"
00000000000000000327,0,2,0,2,2,1,52.76642724,-80.64792665,,0.973822903,1_1_626,2,"{""type"":""Point"",""coordinates"":[-80.64792592676964,52.76642896517068]}"
0000000000000000032b,0,2,0,2,2,1,56.1036694,-87.57842902,,0.987543419,1_1_648,2,"{""type"":""Point"",""coordinates"":[-87.57843022987525,56.10366924368117]}"
00000000000000000342,0,2,0,2,2,1,54.72924612,135.3474913,,0.69145175,1_1_712,2,"{""type"":""Point"",""coordinates"":[135.3474911352365,54.7292449850786]}"
0000000000000000042e,0,2,0,2,2,1,11.9850534,-15.92272893,,0.534322967,2_60271,0,"{""type"":""Point"",""coordinates"":[-15.92272748748457,11.985051415723389]}"
0000000000000000043a,0,2,0,2,2,1,6.415498673,3.301218025,,0.825784332,2_55860,2,"{""type"":""Point"",""coordinates"":[3.301219660200748,6.415500426937883]}"
0000000000000000043c,0,2,0,2,2,1,5.33752034,5.457174692,,0.101844891,2_59354,0,"{""type"":""Point"",""coordinates"":[5.457172724036562,5.337521665469449]}"
0000000000000000046c,0,2,0,2,2,1,19.71056479,93.76156654,,0.052549997,2_51025,2,"{""type"":""Point"",""coordinates"":[93.76156690091807,19.710564386546814]}"
00000000000000000478,0,2,0,2,2,1,-28.16963954,114.243154,,0.105794135,2_57446,2,"{""type"":""Point"",""coordinates"":[114.24315445061622,-28.169639612571572]}"
000000000000000004a3,0,2,0,2,2,1,-2.208327099,133.7365955,,0.837413222,2_71607,2,"{""type"":""Point"",""coordinates"":[133.73659628866864,-2.2083252057085367]}"
000000000000000004a5,0,2,0,2,2,1,-2.208327099,116.3991106,,0.346780654,2_74811,0,"{""type"":""Point"",""coordinates"":[116.39911197355309,-2.2083252057085367]}"
000000000000000004a6,0,2,0,2,2,1,16.11730368,95.82769078,,0.157006858,2_64325,0,"{""type"":""Point"",""coordinates"":[95.82769137403221,16.117304821052738]}"
000000000000000004b5,0,2,0,2,2,1,-6.610071962,111.0990514,,0.923270712,2_52876,0,"{""type"":""Point"",""coordinates"":[111.09905121603364,-6.610073301404994]}"
000000000000000004db,0,2,0,2,2,1,-6.340578276,134.8145738,,0.592961422,2_64435,2,"{""type"":""Point"",""coordinates"":[134.81457505013708,-6.340578611037886]}"
000000000000000004e6,0,2,0,2,2,1,-2.47782258,133.9162586,,0.591430111,2_68427,0,"{""type"":""Point"",""coordinates"":[133.91625792921303,-2.477824355176699]}"
000000000000000004e9,0,2,0,2,2,1,25.28011951,119.7228781,,0.847325834,2_70320,2,"{""type"":""Point"",""coordinates"":[119.72287684868009,25.28011983443338]}"
0000000000000000050e,0,2,0,2,2,1,19.17157562,94.12089175,,0.711276408,2_85833,2,"{""type"":""Point"",""coordinates"":[94.12089018200685,19.171575005812603]}"
0000000000000000007e,0,2,2,0,1,1,53.10778705,-80.91742034,,0.410867834,1_1_629,0,"{""type"":""Point"",""coordinates"":[-80.91742061713674,53.10778652811513]}"
00000000000000000126,0,2,2,0,1,1,43.0152149,-124.4497796,,0.58,1_2_198,0,"{""type"":""Point"",""coordinates"":[-124.44977813409272,43.015213272282594]}"
00000000000000000141,0,2,2,0,1,1,52.83380089,-80.67487521,,0.606899558,1_1_627,2,"{""type"":""Point"",""coordinates"":[-80.67487673353666,52.8338015229872]}"
0000000000000000020e,0,2,2,0,1,1,59.96642419,-164.155314,,0.834280662,1_1_693,0,"{""type"":""Point"",""coordinates"":[-164.15531283147618,59.96642349954236]}"
0000000000000000031a,0,2,2,2,2,1,53.01795642,0.348670403,,0.989952564,1_1_592,2,"{""type"":""Point"",""coordinates"":[0.34867048867209355,53.01795793739346]}"
0000000000000000031b,0,2,2,2,2,1,52.89219228,0.344178826,,0.270102511,1_1_593,2,"{""type"":""Point"",""coordinates"":[0.34418017391127353,52.892193451282076]}"
0000000000000000031c,0,2,2,2,2,1,52.95956502,0.213924009,,0.061744327,1_1_594,2,"{""type"":""Point"",""coordinates"":[0.213925373039066,52.95956600909859]}"
00000000000000000320,0,2,2,2,2,1,54.85501026,-3.70722218,,0.612933145,1_1_606,2,"{""type"":""Point"",""coordinates"":[-3.7072208111169935,54.85500947118999]}"
00000000000000000363,0,2,2,2,2,1,6.018100164,-56.99528448,,0.570832792,1_1_929,0,"{""type"":""Point"",""coordinates"":[-56.995284335721884,6.018100881953733]}"
0000000000000000048c,0,2,2,2,2,1,-16.13221391,46.60001443,,0.542022248,2_82972,2,"{""type"":""Point"",""coordinates"":[46.60001392307829,-16.132216054975462]}"
000000000000000004a7,0,2,2,2,2,1,20.87837465,106.7871381,,0.226322144,2_61965,2,"{""type"":""Point"",""coordinates"":[106.7871361701599,20.87837619783797]}"
000000000000000004c2,0,2,2,2,2,1,-15.50339411,47.04917117,,0.564833593,2_57010,2,"{""type"":""Point"",""coordinates"":[47.04917025398978,-15.503393624418521]}"
